DEPTH,LFP_AI,LFP_AI_B
3710.3306,10603.9199,10603.9199
3710.4829,10724.5098,10724.5098
3710.6353,10740.46,10740.46
3710.7876,10812.2695,10812.2695
3710.9402,10873.0703,10873.0703
3711.0925,11006.7695,11006.7695
3711.2449,11162.3896,11162.3896
3711.3972,11268.9697,11268.9697
3711.5498,11428.96,11428.96
3711.7021,11419.1299,11419.1299
3711.8545,11236.04,11236.04
3712.0068,10977.3496,10977.3496
3712.1594,10717.8496,10717.8496
3712.3118,10483,10483
3712.4641,10343.4502,10343.4502
3712.6165,9851.2373,9851.2373
3712.7688,9611.3535,9611.3535
3712.9214,9365.5752,9365.5752
3713.0737,9388.9023,9388.9023
3713.2261,9484.2041,9484.2041
3713.3784,9514.9561,9514.9561
3713.531,9759.5059,9759.5059
3713.6833,9934.6602,9934.6602
3713.8357,10020.7998,10020.7998
3713.988,9928.2285,9928.2285
3714.1406,9789.9414,9789.9414
3714.293,9766.5732,9766.5732
3714.4453,9904.9658,9904.9658
3714.5977,10209.4297,10209.4297
3714.75,10515.8096,10515.8096
3714.9026,10911.6602,10911.6602
3715.0549,11161.2402,11161.2402
3715.2073,10947.7598,10947.7598
3715.3596,10704.3096,10704.3096
3715.5122,10693.2197,10693.2197
3715.6646,10531.1699,10531.1699
3715.8169,10290.8799,10290.8799
3715.9692,10134.3799,10134.3799
3716.1218,9827.3965,9827.3965
3716.2742,9563.9902,9563.9902
3716.4265,9495.1172,9495.1172
3716.5789,9513.5146,9513.5146
3716.7312,9731.0107,9731.0107
3716.8838,10112.5195,10112.5195
3717.0361,10662.0801,10662.0801
3717.1885,11268.3203,11268.3203
3717.3408,11339.3799,11339.3799
3717.4934,10493.7002,10493.7002
3717.6458,9803.2715,9803.2715
3717.7981,9133.9287,9133.9287
3717.9504,8836.0732,8836.0732
3718.103,8452.2725,8452.2725
3718.2554,8375.2451,8375.2451
3718.4077,8372.0889,8372.0889
3718.5601,8531.4326,8531.4326
3718.7124,8698.9883,8698.9883
3718.865,8860.1221,8860.1221
3719.0173,8991.5586,8991.5586
3719.1697,9263.0283,9263.0283
3719.322,9413.8145,9413.8145
3719.4746,9391.8779,9391.8779
3719.627,9592.5557,9592.5557
3719.7793,9694.8584,9694.8584
3719.9316,9361.2744,9361.2744
3720.0842,8892.5234,8892.5234
3720.2366,8881.3281,8881.3281
3720.3889,8965.8467,8965.8467
3720.5413,8987.2793,8987.2793
3720.6936,9238.2227,9238.2227
3720.8462,9943.8828,9943.8828
3720.9985,10163.8301,10163.8301
3721.1509,9910.0996,9910.0996
3721.3032,9492.4219,9492.4219
3721.4558,9188.3916,9188.3916
3721.6082,9113.2646,9113.2646
3721.7605,9277.8633,9277.8633
3721.9128,9407.3008,9407.3008
3722.0654,9214.6846,9214.6846
3722.2178,9190.9404,9190.9404
3722.3701,9152.9336,9152.9336
3722.5225,9063.9746,9063.9746
3722.6748,8944.9844,8944.9844
3722.8274,8925.3389,8925.3389
3722.9797,8874.6865,8874.6865
3723.1321,8844.7715,8844.7715
3723.2844,8897.4082,8897.4082
3723.437,9069.1309,9069.1309
3723.5894,9072.2852,9072.2852
3723.7417,9055.3115,9055.3115
3723.894,8963.1064,8963.1064
3724.0466,8886.5645,8886.5645
3724.199,8843.666,8843.666
3724.3513,8776.8604,8776.8604
3724.5037,8853.415,8853.415
3724.656,8955.7002,8955.7002
3724.8086,9091.5781,9091.5781
3724.9609,9298.0898,9298.0898
3725.1133,9453.4238,9453.4238
3725.2656,9601.1465,9601.1465
3725.4182,9627.5127,9627.5127
3725.5706,9573.3145,9573.3145
3725.7229,9472.5361,9472.5361
3725.8752,9464.9414,9464.9414
3726.0276,9502.9365,9502.9365
3726.1802,9446.1611,9446.1611
3726.3325,9338.7959,9338.7959
3726.4849,9296.3887,9296.3887
3726.6372,9309.1904,9309.1904
3726.7898,9304.0322,9304.0322
3726.9421,9291.3516,9291.3516
3727.0945,9427.957,9427.957
3727.2468,9814.2627,9814.2627
3727.3994,9439.3916,9439.3916
3727.5518,9695.0527,9695.0527
3727.7041,9612.9756,9612.9756
3727.8564,9627.8271,9627.8271
3728.0088,9633.0264,9633.0264
3728.1614,9620.6436,9620.6436
3728.3137,9619.6992,9619.6992
3728.4661,9653.292,9653.292
3728.6184,9665.6914,9665.6914
3728.771,9677.792,9677.792
3728.9233,9724.2568,9724.2568
3729.0757,9643.334,9643.334
3729.228,9641.2861,9641.2861
3729.3806,9569.0938,9569.0938
3729.533,9495.8701,9495.8701
3729.6853,9503.2266,9503.2266
3729.8376,9514.6377,9514.6377
3729.99,9475.1514,9475.1514
3730.1426,9506.1152,9506.1152
3730.2949,9574.0674,9574.0674
3730.4473,9652.959,9652.959
3730.5996,9618.207,9618.207
3730.7522,9491.2344,9491.2344
3730.9045,9441.7998,9441.7998
3731.0569,9451.8555,9451.8555
3731.2092,9487.9385,9487.9385
3731.3618,9508.792,9508.792
3731.5142,9682.8486,9682.8486
3731.6665,9872.1729,9872.1729
3731.8188,9951.1602,9951.1602
3731.9712,9970.0938,9970.0938
3732.1238,9929.6904,9929.6904
3732.2761,9780.9902,9780.9902
3732.4285,9682.6514,9682.6514
3732.5808,9644.3916,9644.3916
3732.7334,9649.5762,9649.5762
3732.8857,9617.7031,9617.7031
3733.0381,9646.0586,9646.0586
3733.1904,9619.4404,9619.4404
3733.343,9486.957,9486.957
3733.4954,9306.7676,9306.7676
3733.6477,9310.3145,9310.3145
3733.8,9261.1426,9261.1426
3733.9524,9175.2012,9175.2012
3734.105,9168.1553,9168.1553
3734.2573,9288.3506,9288.3506
3734.4097,9492.8818,9492.8818
3734.562,9814.4932,9814.4932
3734.7146,10246.3096,10246.3096
3734.8669,10562.3398,10562.3398
3735.0193,10752.6201,10752.6201
3735.1716,10860.8096,10860.8096
3735.3242,10959.9502,10959.9502
3735.4766,11041.9004,11041.9004
3735.6289,11045.2803,11045.2803
3735.7812,10998.1504,10998.1504
3735.9336,10946.4902,10946.4902
3736.0862,10905.3799,10905.3799
3736.2385,10913.2002,10913.2002
3736.3909,10925.1699,10925.1699
3736.5432,10946.1396,10946.1396
3736.6958,10985.6797,10985.6797
3736.8481,11052.79,11052.79
3737.0005,11299.0801,11299.0801
3737.1528,11423.7695,11423.7695
3737.3054,11456.9805,11456.9805
3737.4578,11569.8096,11569.8096
3737.6101,11448.1904,11448.1904
3737.7625,11351.54,11351.54
3737.9148,11220.3604,11220.3604
3738.0674,11167.0498,11167.0498
3738.2197,11159.4102,11159.4102
3738.3721,11297.8398,11297.8398
3738.5244,11603.2402,11603.2402
3738.677,11723.0801,11723.0801
3738.8293,11943.7598,11943.7598
3738.9817,12102.5303,12102.5303
3739.134,12325.9502,12325.9502
3739.2866,12446.8799,12446.8799
3739.439,12551.46,12551.46
3739.5913,12363.0498,12363.0498
3739.7437,12174.3496,12174.3496
3739.896,11578.9297,11578.9297
3740.0486,10918.0996,10918.0996
3740.2009,10476.5801,10476.5801
3740.3533,9996.6221,9996.6221
3740.5056,9617.0127,9617.0127
3740.6582,9471.6064,9471.6064
3740.8105,9413.5459,9413.5459
3740.9629,9326.7021,9326.7021
3741.1152,9273.3457,9273.3457
3741.2678,9407.9238,9407.9238
3741.4202,9405.5176,9405.5176
3741.5725,9319.8965,9319.8965
3741.7249,9313.5098,9313.5098
3741.8772,9295.1904,9295.1904
3742.0298,9320.6895,9320.6895
3742.1821,9232.6572,9232.6572
3742.3345,9327.9229,9327.9229
3742.4868,9354.6396,9354.6396
3742.6394,9517.8535,9517.8535
3742.7917,9805.8369,9805.8369
3742.9441,9821.9004,9821.9004
3743.0964,9734.0391,9734.0391
3743.249,9832.9834,9832.9834
3743.4014,9913.9453,9913.9453
3743.5537,10106.2197,10106.2197
3743.7061,10330.2803,10330.2803
3743.8584,10511.5596,10511.5596
3744.011,10975.9004,10975.9004
3744.1633,11209.9902,11209.9902
3744.3157,10873.1699,10873.1699
3744.468,10455.8203,10455.8203
3744.6206,10001.0996,10001.0996
3744.7729,9424.8525,9424.8525
3744.9253,9224.8936,9224.8936
3745.0776,8459.6104,8459.6104
3745.2302,8009.7729,8009.7729
3745.3826,7179.645,7179.645
3745.5349,7107.5532,7107.5532
3745.6873,8098.0112,8098.0112
3745.8396,8926.9463,8926.9463
3745.9922,8882.8379,8882.8379
3746.1445,8864.8779,8864.8779
3746.2969,9149.0547,9149.0547
3746.4492,9375.4658,9375.4658
3746.6018,9613.6436,9613.6436
3746.7542,9844.7197,9844.7197
3746.9065,9924.9502,9924.9502
3747.0588,9924.1064,9924.1064
3747.2114,9825.4619,9825.4619
3747.3638,9590.1289,9590.1289
3747.5161,9511.9951,9511.9951
3747.6685,9626.4912,9626.4912
3747.8208,9624.3623,9624.3623
3747.9734,9621.1328,9621.1328
3748.1257,9708.6191,9708.6191
3748.2781,9671.3857,9671.3857
3748.4304,9577.7529,9577.7529
3748.583,9608.0967,9608.0967
3748.7354,9657.8838,9657.8838
3748.8877,9621.5859,9621.5859
3749.04,9712.3105,9712.3105
3749.1926,9773.1289,9773.1289
3749.345,9922.1367,9922.1367
3749.4973,10325.5703,10325.5703
3749.6497,10607.0498,10607.0498
3749.802,10822.9102,10822.9102
3749.9546,10812.7598,10812.7598
3750.1069,10722.3604,10722.3604
3750.2593,10485.8096,10485.8096
3750.4116,10325.1104,10325.1104
3750.5642,10145.3301,10145.3301
3750.7166,9911.6865,9911.6865
3750.8689,9681.4043,9681.4043
3751.0212,9570.708,9570.708
3751.1738,9573.8438,9573.8438
3751.3262,9574.8574,9574.8574
3751.4785,9643.8418,9643.8418
3751.6309,9549.4365,9549.4365
3751.7832,9508.5215,9508.5215
3751.9358,9464.6934,9464.6934
3752.0881,9530.9209,9530.9209
3752.2405,9618.3027,9618.3027
3752.3928,9611.8701,9611.8701
3752.5454,9568.7148,9568.7148
3752.6978,9581.8418,9581.8418
3752.8501,9586.6738,9586.6738
3753.0024,9669.9092,9669.9092
3753.155,9699.1348,9699.1348
3753.3074,9822.8574,9822.8574
3753.4597,9874.0391,9874.0391
3753.6121,9792.627,9792.627
3753.7644,9652.7031,9652.7031
3753.917,9654.0527,9654.0527
3754.0693,9813.1016,9813.1016
3754.2217,9765.9922,9765.9922
3754.374,9980.8848,9980.8848
3754.5266,10007.2598,10007.2598
3754.679,10123.4102,10123.4102
3754.8313,10216.4805,10216.4805
3754.9836,10182.2998,10182.2998
3755.1362,10136.46,10136.46
3755.2886,10067.3896,10067.3896
3755.4409,10107.96,10107.96
3755.5933,10077.0703,10077.0703
3755.7456,9949.8623,9949.8623
3755.8982,9938.0146,9938.0146
3756.0505,9785.0215,9785.0215
3756.2029,9560.0498,9560.0498
3756.3552,9564.7773,9564.7773
3756.5078,9560.8965,9560.8965
3756.6602,9467.001,9467.001
3756.8125,9398.9951,9398.9951
3756.9648,9408.9883,9408.9883
3757.1174,9035.6826,9035.6826
3757.2698,9001.1709,9001.1709
3757.4221,9133.9668,9133.9668
3757.5745,9427.917,9427.917
3757.7268,9672.4014,9672.4014
3757.8794,9914.5898,9914.5898
3758.0317,10067.8096,10067.8096
3758.1841,10247.5596,10247.5596
3758.3364,10339.5303,10339.5303
3758.489,10255.0498,10255.0498
3758.6414,10363.5195,10363.5195
3758.7937,10446.5,10446.5
3758.946,10370.4902,10370.4902
3759.0984,10396.9102,10396.9102
3759.251,10224.4805,10224.4805
3759.4033,9434.9131,9434.9131
3759.5557,9002.4297,9002.4297
3759.708,9288.3984,9288.3984
3759.8606,9322.248,9322.248
3760.0129,9358.0078,9358.0078
3760.1653,9153.459,9153.459
3760.3176,9157.418,9157.418
3760.4702,9132.3086,9132.3086
3760.6226,9711.7051,9711.7051
3760.7749,9569.9316,9569.9316
3760.9272,9209.3486,9209.3486
3761.0796,9107.7383,9107.7383
3761.2322,9125.0947,9125.0947
3761.3845,9136.6963,9136.6963
3761.5369,9124.0576,9124.0576
3761.6892,9075.0107,9075.0107
3761.8418,9179.5879,9179.5879
3761.9941,9389.2881,9389.2881
3762.1465,9303.2324,9303.2324
3762.2988,9205.8564,9205.8564
3762.4514,9202.6318,9202.6318
3762.6038,9228.6758,9228.6758
3762.7561,9465.7285,9465.7285
3762.9084,9443.2236,9443.2236
3763.0608,9418.9785,9418.9785
3763.2134,9282.1572,9282.1572
3763.3657,9173.4951,9173.4951
3763.5181,9166.9961,9166.9961
3763.6704,8999.4463,8999.4463
3763.823,8967.1797,8967.1797
3763.9753,8919.334,8919.334
3764.1277,8756.749,8756.749
3764.28,8742.9551,8742.9551
3764.4326,8598.5215,8598.5215
3764.585,8537.8223,8537.8223
3764.7373,8457.7461,8457.7461
3764.8896,8467.4785,8467.4785
3765.042,8464.9639,8464.9639
3765.1946,8531.4336,8531.4336
3765.3469,8908.8105,8908.8105
3765.4993,9389.707,9389.707
3765.6516,9501.5459,9501.5459
3765.8042,9301.0293,9301.0293
3765.9565,9132.5693,9132.5693
3766.1089,9176.8662,9176.8662
3766.2612,9245.2139,9245.2139
3766.4138,9494.873,9494.873
3766.5662,9826.6523,9826.6523
3766.7185,10540.6201,10540.6201
3766.8708,10972.1504,10972.1504
3767.0232,11278.2305,11278.2305
3767.1758,11185.96,11185.96
3767.3281,10903.0195,10903.0195
3767.4805,10616.7803,10616.7803
3767.6328,10581.54,10581.54
3767.7854,10532.9502,10532.9502
3767.9377,10361.75,10361.75
3768.0901,10261.0596,10261.0596
3768.2424,10305.1299,10305.1299
3768.395,10503.4004,10503.4004
3768.5474,10385.2002,10385.2002
3768.6997,9894.3975,9894.3975
3768.8521,9232.3379,9232.3379
3769.0044,8606.6338,8606.6338
3769.157,7418.4282,7418.4282
3769.3093,6316.5791,6316.5791
3769.4617,6141.4302,6141.4302
3769.614,6056.3901,6056.3901
3769.7666,6181.5259,6181.5259
3769.9189,5918.6792,5918.6792
3770.0713,5823.438,5823.438
3770.2236,5677.2759,5677.2759
3770.3762,5958.7578,5958.7578
3770.5286,6137.748,6137.748
3770.6809,6308.0898,6308.0898
3770.8333,6282.9551,6282.9551
3770.9856,6612.4492,6612.4492
3771.1382,6717.627,6717.627
3771.2905,6692.2461,6830.3188
3771.4429,7072.5449,7165.7822
3771.5952,7987.6011,7987.6011
3771.7478,8870.7871,8870.7871
3771.9001,9596.2236,9596.2236
3772.0525,9433.0879,9433.0879
3772.2048,7968.5801,7968.5801
3772.3574,6444.9072,6722.9932
3772.5098,6031.1631,6031.1631
3772.6621,6056.356,6426.2671
3772.8145,6045.3359,6045.3359
3772.9668,5859.0791,5859.0791
3773.1194,5555.75,5555.75
3773.2717,5505.8311,5505.8311
3773.4241,5518.5801,5518.5801
3773.5764,5581.7168,5581.7168
3773.729,5727.4351,5727.4351
3773.8813,5672.0288,5672.0288
3774.0337,5516.418,5516.418
3774.186,5455.1572,5455.1572
3774.3386,5413.377,5413.377
3774.491,5528.0581,5528.0581
3774.6433,5592.498,5592.498
3774.7957,5590.6191,5590.6191
3774.948,5713.4561,5713.4561
3775.1006,5869.6719,5869.6719
3775.2529,6034.937,6034.937
3775.4053,6228.0249,6228.0249
3775.5576,6468.0381,6468.0381
3775.7102,6868.7539,6868.7539
3775.8625,7465.6641,7465.6641
3776.0149,8606.2529,8606.2529
3776.1672,8988.165,8988.165
3776.3198,8331.5176,8331.5176
3776.4722,7245.4209,7245.4209
3776.6245,6688.2178,6688.2178
3776.7769,6405.874,6405.874
3776.9292,6508.165,6508.165
3777.0818,6658.7861,6658.7861
3777.2341,6907.6079,6907.6079
3777.3865,6941.5962,6941.5962
3777.5388,7062.7349,7062.7349
3777.6914,6807.728,6807.728
3777.8438,6389.8179,6389.8179
3777.9961,6053.0581,6053.0581
3778.1484,5893.0439,5893.0439
3778.301,5840.0991,5840.0991
3778.4534,5896.0581,5896.0581
3778.6057,5939.0981,5939.0981
3778.7581,6008.6738,6008.6738
3778.9104,6003.8779,6003.8779
3779.063,5962.4648,5962.4648
3779.2153,5932.9941,5932.9941
3779.3677,5894.9248,5894.9248
3779.52,5890.4141,5890.4141
3779.6726,5816.854,5816.854
3779.825,5796.1631,5796.1631
3779.9773,5743.4229,5743.4229
3780.1296,5822.9331,5822.9331
3780.2822,5879.4668,5879.4668
3780.4346,5941.1392,5941.1392
3780.5869,5682.1069,5682.1069
3780.7393,5532.5659,5532.5659
3780.8916,5431.1362,5431.1362
3781.0442,5364.1021,5364.1021
3781.1965,5359.1382,5359.1382
3781.3489,5380.5981,5380.5981
3781.5012,5374.3062,5374.3062
3781.6538,5363.646,5363.646
3781.8062,5418.7729,5418.7729
3781.9585,5342.583,5342.583
3782.1108,5330.8311,5330.8311
3782.2634,5502.6221,5502.6221
3782.4158,5604.958,5604.958
3782.5681,5738.582,5738.582
3782.7205,5849.1582,5849.1582
3782.8728,5828.021,5828.021
3783.0254,5931.4238,5931.4238
3783.1777,5837.1069,5837.1069
3783.3301,5753.1748,5753.1748
3783.4824,5591.5132,5591.5132
3783.635,5667.543,5667.543
3783.7874,5714.7432,5714.7432
3783.9397,5813.8081,5813.8081
3784.092,5819.0322,5819.0322
3784.2446,5798.4268,5798.4268
3784.397,5840.4912,5840.4912
3784.5493,5818.312,5818.312
3784.7017,5704.606,5704.606
3784.854,5719.1641,5719.1641
3785.0066,5539.9268,5539.9268
3785.1589,5494.7529,5494.7529
3785.3113,5559.416,5559.416
3785.4636,5536.8921,5536.8921
3785.6162,5353.9229,5353.9229
3785.7686,5198.5708,5198.5708
3785.9209,5310.2012,5310.2012
3786.0732,5488.6582,5488.6582
3786.2258,5556.123,5556.123
3786.3782,5576.5571,5576.5571
3786.5305,5577.52,5577.52
3786.6829,5618.708,5618.708
3786.8352,5577.4048,5577.4048
3786.9878,5528.5801,5528.5801
3787.1401,5531.5508,5531.5508
3787.2925,5573.916,5573.916
3787.4448,5716.1982,5716.1982
3787.5974,5756.2549,5756.2549
3787.7498,5856.0132,5856.0132
3787.9021,5865.1538,5865.1538
3788.0544,5959.646,5959.646
3788.207,5811.3779,5811.3779
3788.3594,5745.2178,5745.2178
3788.5117,5641.5781,5641.5781
3788.6641,5620.3418,5620.3418
3788.8164,5767.6211,5767.6211
3788.969,5705.9028,5705.9028
3789.1213,5945.272,5945.272
3789.2737,6033.5508,6033.5508
3789.426,5855.7422,5855.7422
3789.5786,5756.7979,5756.7979
3789.731,5748.2632,5748.2632
3789.8833,5599.522,5599.522
3790.0356,5583.0029,5583.0029
3790.188,5505.8271,5505.8271
3790.3406,5636.0781,5636.0781
3790.4929,5674.2129,5674.2129
3790.6453,5667.4238,5667.4238
3790.7976,5794.9922,5794.9922
3790.9502,5838.7739,5838.7739
3791.1025,5896.1011,5896.1011
3791.2549,5837.5352,5837.5352
3791.4072,5885.7729,5885.7729
3791.5598,5885.938,5885.938
3791.7122,5875.1499,5875.1499
3791.8645,5927.1782,5927.1782
3792.0168,5903.9819,5903.9819
3792.1692,5889.4302,5889.4302
3792.3218,5933.6602,5933.6602
3792.4741,6031.0122,6031.0122
3792.6265,6079.166,6079.166
3792.7788,6227.7412,6227.7412
3792.9314,6361.9238,6361.9238
3793.0837,6399.915,6399.915
3793.2361,6397.04,6397.04
3793.3884,6360.146,6360.146
3793.541,6314.9092,6314.9092
3793.6934,6246.4971,6246.4971
3793.8457,6242.6499,6242.6499
3793.998,6254.748,6254.748
3794.1504,6261.9941,6261.9941
3794.303,6233.6182,6233.6182
3794.4553,6234.25,6234.25
3794.6077,6192.103,6192.103
3794.76,6151.2031,6151.2031
3794.9126,6159.1621,6159.1621
3795.0649,6144.1719,6144.1719
3795.2173,6155.5962,6155.5962
3795.3696,6167.813,6167.813
3795.5222,6224.7642,6224.7642
3795.6746,6171.561,6171.561
3795.8269,6093.811,6093.811
3795.9792,6049.5942,6049.5942
3796.1316,6085.356,6085.356
3796.2842,6102.0991,6102.0991
3796.4365,6075.8638,6075.8638
3796.5889,6049.1802,6049.1802
3796.7412,6064.6699,6064.6699
3796.8938,6068.21,6068.21
3797.0461,6072.4521,6072.4521
3797.1985,5979.6499,5979.6499
3797.3508,5922.8682,5922.8682
3797.5034,5920.5259,5920.5259
3797.6558,5957.3428,5957.3428
3797.8081,5942.8809,5942.8809
3797.9604,5927.4731,5927.4731
3798.1128,6107.79,6107.79
3798.2654,6122.1699,6122.1699
3798.4177,6153.5928,6153.5928
3798.5701,6170.0908,6170.0908
3798.7224,6081.2632,6081.2632
3798.875,6043.5161,6043.5161
3799.0273,6109.2432,6109.2432
3799.1797,6176.5781,6176.5781
3799.332,6245.937,6245.937
3799.4846,6326.6372,6326.6372
3799.637,6342.708,6342.708
3799.7893,6130.6831,6130.6831
3799.9417,6101.772,6101.772
3800.094,6135.5161,6135.5161
3800.2466,6118.1831,6118.1831
3800.3989,6091.8799,6091.8799
3800.5513,6070.8828,6070.8828
3800.7036,5990.1802,5990.1802
3800.8562,5971.4131,5971.4131
3801.0085,5891.4668,5891.4668
3801.1609,5823.438,5823.438
3801.3132,5838.896,5838.896
3801.4658,5791.543,5791.543
3801.6182,5795.9951,5795.9951
3801.7705,5905.9961,5905.9961
3801.9229,6095.5181,6095.5181
3802.0752,6105.959,6105.959
3802.2278,6119.0322,6119.0322
3802.3801,6172.666,6172.666
3802.5325,6099.3569,6099.3569
3802.6848,6035.7241,6035.7241
3802.8374,6032.1001,6032.1001
3802.9897,6061.1069,6061.1069
3803.1421,6116.6069,6116.6069
3803.2944,6204.6289,6204.6289
3803.447,6287.0732,6287.0732
3803.5994,6310.2212,6310.2212
3803.7517,6345.1172,6345.1172
3803.9041,6418.4668,6418.4668
3804.0564,6475.2671,6475.2671
3804.209,6528.9961,6528.9961
3804.3613,6501.7212,6501.7212
3804.5137,6452.9541,6452.9541
3804.666,6404.5708,6404.5708
3804.8186,6438.9409,6438.9409
3804.9709,6508.4858,6508.4858
3805.1233,6536.3149,6536.3149
3805.2756,6621.0742,6621.0742
3805.4282,6629.5908,6629.5908
3805.5806,6634.6309,6634.6309
3805.7329,6656.0571,6656.0571
3805.8853,6661.709,6661.709
3806.0376,6669.5488,6669.5488
3806.1902,6679.0498,6679.0498
3806.3425,6680.7729,6680.7729
3806.4949,6682.0161,6682.0161
3806.6472,6662.8882,6662.8882
3806.7998,6635.0918,6635.0918
3806.9521,6519.7178,6519.7178
3807.1045,6470.4102,6470.4102
3807.2568,6497.8032,6497.8032
3807.4094,6509.957,6509.957
3807.5618,6482.7402,6482.7402
3807.7141,6491.7041,6491.7041
3807.8665,6461.3892,6461.3892
3808.0188,6349.6079,6349.6079
3808.1714,6335.2222,6335.2222
3808.3237,6335.9668,6335.9668
3808.4761,6444.458,6444.458
3808.6284,6560.708,6560.708
3808.781,6674.7202,6674.7202
3808.9333,6820.6162,6820.6162
3809.0857,6882.8472,6882.8472
3809.238,6826.0391,6826.0391
3809.3906,6803.915,6803.915
3809.543,6735.6001,6735.6001
3809.6953,6578.04,6578.04
3809.8477,6467.4131,6467.4131
3810,6383.5859,6383.5859
3810.1526,6364.061,6364.061
3810.3049,6291.2319,6291.2319
3810.4573,6310.0869,6310.0869
3810.6096,6239.2012,6239.2012
3810.7622,6123.519,6123.519
3810.9146,6087.6982,6087.6982
3811.0669,6100.4829,6100.4829
3811.2192,6035.9038,6035.9038
3811.3718,5981.1099,5981.1099
3811.5242,6047.2559,6047.2559
3811.6765,6108.0439,6108.0439
3811.8289,6098.2041,6098.2041
3811.9812,6191.4292,6191.4292
3812.1338,6356.709,6356.709
3812.2861,6436.9341,6436.9341
3812.4385,6393.5288,6393.5288
3812.5908,6413.3091,6413.3091
3812.7434,6556.5679,6556.5679
3812.8958,6582.8008,6582.8008
3813.0481,6657.21,6657.21
3813.2004,6731.1641,6731.1641
3813.353,6775.9131,6775.9131
3813.5054,6790.9951,6790.9951
3813.6577,6763.251,6763.251
3813.8101,6754.8389,6754.8389
3813.9624,6845.272,6845.272
3814.115,6917.8892,6917.8892
3814.2673,6931.792,6931.792
3814.4197,6918.7109,6918.7109
3814.572,6973.4961,6973.4961
3814.7246,6993.0132,6993.0132
3814.877,6950.8452,6950.8452
3815.0293,6881.438,6881.438
3815.1816,6842.1792,6842.1792
3815.3342,6733.7012,6733.7012
3815.4866,6653.6582,6653.6582
3815.6389,6658.6191,6658.6191
3815.7913,6700.6851,6700.6851
3815.9436,6797.0298,6797.0298
3816.0962,6834.6021,6834.6021
3816.2485,6918.356,6918.356
3816.4009,6940.9351,6940.9351
3816.5532,6996.249,6996.249
3816.7058,7060.5542,7060.5542
3816.8582,7073.666,7073.666
3817.0105,7224.4131,7224.4131
3817.1628,7403.1982,7403.1982
3817.3154,7521.5752,7521.5752
3817.4678,7427.916,7427.916
3817.6201,7324.2041,7324.2041
3817.7725,7188.4219,7188.4219
3817.9248,7024.3838,7024.3838
3818.0774,6937.188,6937.188
3818.2297,6885.457,6885.457
3818.3821,6923.771,6923.771
3818.5344,6971.0342,6971.0342
3818.687,7002.9312,7002.9312
3818.8394,7078.2778,7078.2778
3818.9917,7059.7612,7059.7612
3819.144,7028.75,7028.75
3819.2966,7029.2461,7029.2461
3819.449,6996.5562,6996.5562
3819.6013,6985.624,6985.624
3819.7537,6978.2798,6978.2798
3819.906,7056.249,7056.249
3820.0586,7091.4692,7091.4692
3820.2109,7135.9131,7135.9131
3820.3633,7271.7031,7271.7031
3820.5156,7317.3389,7317.3389
3820.6682,7351.3252,7351.3252
3820.8206,7461.9209,7461.9209
3820.9729,7496.3359,7496.3359
3821.1252,7471.043,7471.043
3821.2776,7498.207,7498.207
3821.4302,7257.9038,7257.9038
3821.5825,7175.4492,7175.4492
3821.7349,7204.9849,7204.9849
3821.8872,7129.5181,7129.5181
3822.0398,7041.8501,7041.8501
3822.1921,6982.9019,6982.9019
3822.3445,6965.0771,6965.0771
3822.4968,6787.438,6787.438
3822.6494,6696.4658,6696.4658
3822.8018,6742.2451,6742.2451
3822.9541,7036.5039,7036.5039
3823.1064,7137.6768,7137.6768
3823.2588,7394.5972,7394.5972
3823.4114,7473.5649,7473.5649
3823.5637,7763.2539,7763.2539
3823.7161,7880.0298,7880.0298
3823.8684,7807.1519,7807.1519
3824.021,7807.209,7807.209
3824.1733,7710.0869,7710.0869
3824.3257,7672.2002,7672.2002
3824.478,7675.874,7675.874
3824.6306,7347.4028,7347.4028
3824.783,7226.9521,7226.9521
3824.9353,7111.0322,7111.0322
3825.0876,7005.4341,7005.4341
3825.24,7095.7271,7095.7271
3825.3926,7164.9312,7164.9312
3825.5449,7239.731,7239.731
3825.6973,7246.897,7246.897
3825.8496,7385.8848,7385.8848
3826.0022,7295.4512,7295.4512
3826.1545,7311.3911,7311.3911
3826.3069,7263.5498,7263.5498
3826.4592,7267.1729,7267.1729
3826.6118,7180.207,7180.207
3826.7642,7096.9492,7096.9492
3826.9165,7238.436,7238.436
3827.0688,7268.8062,7268.8062
3827.2212,7343.228,7343.228
3827.3738,7357.3721,7357.3721
3827.5261,7337.7681,7337.7681
3827.6785,7336.855,7336.855
3827.8308,7390.5469,7390.5469
3827.9834,7257.4131,7257.4131
3828.1357,7325.5342,7325.5342
3828.2881,7253.4209,7253.4209
3828.4404,7239.0229,7239.0229
3828.593,7230.3379,7230.3379
3828.7454,7217.626,7217.626
3828.8977,7274.6152,7274.6152
3829.05,7188.627,7188.627
3829.2024,7293.272,7293.272
3829.355,7257.3359,7257.3359
3829.5073,7381.291,7381.291
3829.6597,7433.6509,7433.6509
3829.812,7562.1572,7562.1572
3829.9646,7588.8999,7588.8999
3830.1169,7578.5659,7578.5659
3830.2693,7502.0942,7502.0942
3830.4216,7388.2681,7388.2681
3830.5742,7389.6099,7389.6099
3830.7266,7249.5708,7249.5708
3830.8789,7329.6621,7329.6621
3831.0312,7389.853,7389.853
3831.1836,7360.8042,7360.8042
3831.3362,7487.7231,7487.7231
3831.4885,7350.0718,7350.0718
